sales_id,order_id,product_id,product_type,product_name,size,color,price_per_unit,quantity,total_price,order_date
1269,263,355,Shirt,Henley,XS,orange,94,1,94,2021-06-19
1270,263,289,Shirt,Cuban Collar,XL,orange,105,3,315,2021-06-19
1271,263,1157,Trousers,High-Waisted,M,red,99,2,198,2021-06-19
1272,263,473,Jacket,Puffer,L,green,118,3,354,2021-06-19
1273,263,293,Shirt,Cuban Collar,L,yellow,105,1,105,2021-06-19
1274,264,1211,Trousers,Pleated,S,blue,105,3,315,2021-06-13
1275,264,633,Jacket,Coach,L,red,93,3,279,2021-06-13
1276,264,1024,Trousers,Relaxed Leg,XL,orange,90,2,180,2021-06-13
1277,264,396,Shirt,Casual Slim Fit,S,yellow,119,3,357,2021-06-13
1278,264,1137,Trousers,Cargo Pants,M,green,102,1,102,2021-06-13
1279,264,13,Shirt,Oxford Cloth,L,yellow,96,2,192,2021-06-13
1280,265,1029,Trousers,Relaxed Leg,XL,yellow,90,2,180,2021-07-04
1281,265,742,Jacket,Peacoat,M,orange,109,2,218,2021-07-04
1282,265,364,Shirt,Henley,XL,yellow,94,1,94,2021-07-04
1283,265,479,Jacket,Puffer,XL,blue,118,1,118,2021-07-04
1284,265,813,Jacket,Shearling,L,orange,117,1,117,2021-07-04
1285,265,630,Jacket,Coach,XS,red,93,1,93,2021-07-04
1286,265,462,Jacket,Puffer,M,orange,118,1,118,2021-07-04
1287,266,209,Shirt,Camp Collared,XL,violet,98,1,98,2021-03-10
1288,266,229,Shirt,Chambray,XL,green,106,2,212,2021-03-10
1289,266,318,Shirt,Mandarin Collar,L,red,109,2,218,2021-03-10
1290,266,224,Shirt,Chambray,XL,yellow,106,2,212,2021-03-10
1291,266,1212,Trousers,Pleated,M,blue,105,1,105,2021-03-10
1292,266,1258,Trousers,Tracksuit Bottoms,L,violet,112,2,224,2021-03-10
1293,266,1098,Trousers,Cropped,L,yellow,115,1,115,2021-03-10
1294,267,252,Shirt,Polo,M,orange,95,1,95,2021-09-11
1295,267,298,Shirt,Cuban Collar,L,green,105,2,210,2021-09-11
1296,267,372,Shirt,Henley,M,blue,94,3,282,2021-09-11
1297,267,1069,Trousers,Joggers,XL,green,93,3,279,2021-09-11
1298,268,1117,Trousers,Cropped,M,violet,115,1,115,2021-03-16
1299,268,1224,Trousers,Pleated,XL,violet,105,1,105,2021-03-16
1300,269,1210,Trousers,Pleated,XS,blue,105,3,315,2021-02-05
1301,269,730,Jacket,Trench Coat,XS,violet,119,3,357,2021-02-05
1302,269,103,Shirt,Flannel,L,violet,118,2,236,2021-02-05
1303,270,390,Shirt,Casual Slim Fit,XS,orange,119,1,119,2021-03-02
1304,270,313,Shirt,Cuban Collar,L,violet,105,2,210,2021-03-02
1305,270,1150,Trousers,Cargo Pants,XS,violet,102,2,204,2021-03-02
1306,270,857,Trousers,Chinos,M,green,113,3,339,2021-03-02
1307,270,1138,Trousers,Cargo Pants,L,green,102,2,204,2021-03-02
1308,270,1128,Trousers,Cargo Pants,L,orange,102,1,102,2021-03-02
1309,271,1103,Trousers,Cropped,L,green,115,3,345,2021-06-07
1310,271,253,Shirt,Polo,L,orange,95,1,95,2021-06-07
1311,271,999,Trousers,Wool,XL,green,106,1,106,2021-06-07
1312,271,943,Trousers,Drawstring,L,violet,96,1,96,2021-06-07
1313,272,826,Jacket,Shearling,S,blue,117,1,117,2021-01-20
1314,273,889,Trousers,Cords,XL,yellow,94,2,188,2021-10-07
1315,273,749,Jacket,Peacoat,XL,yellow,109,1,109,2021-10-07
1316,273,596,Jacket,Cardigan,S,red,112,3,336,2021-10-07
1317,273,522,Jacket,Windbreaker,M,violet,102,1,102,2021-10-07
1318,274,942,Trousers,Drawstring,M,violet,96,1,96,2021-04-13
1319,274,1140,Trousers,Cargo Pants,XS,blue,102,2,204,2021-04-13
1320,274,73,Shirt,Flannel,L,red,118,3,354,2021-04-13
1321,274,1225,Trousers,Tracksuit Bottoms,XS,red,112,1,112,2021-04-13
1322,274,513,Jacket,Windbreaker,L,blue,102,3,306,2021-04-13
1323,274,581,Jacket,Bomber,S,blue,100,1,100,2021-04-13
1324,275,4,Shirt,Oxford Cloth,XL,red,96,3,288,2021-01-05
1325,275,1217,Trousers,Pleated,M,indigo,105,3,315,2021-01-05
1326,275,1190,Trousers,Pleated,XS,red,105,3,315,2021-01-05
1327,275,420,Jacket,Denim,XS,red,107,2,214,2021-01-05
1328,275,867,Trousers,Chinos,M,indigo,113,1,113,2021-01-05
1329,276,1134,Trousers,Cargo Pants,XL,yellow,102,3,306,2021-06-20
1330,276,951,Trousers,Slim-Fit,S,orange,97,1,97,2021-06-20
1331,276,1178,Trousers,High-Waisted,L,blue,99,1,99,2021-06-20
1332,276,1060,Trousers,Joggers,XS,yellow,93,3,279,2021-06-20
1333,277,690,Jacket,Parka,XS,indigo,113,2,226,2021-04-05
1334,277,944,Trousers,Drawstring,XL,violet,96,2,192,2021-04-05
1335,277,1180,Trousers,High-Waisted,XS,indigo,99,2,198,2021-04-05
1336,277,181,Shirt,Camp Collared,S,orange,98,2,196,2021-04-05
1337,277,740,Jacket,Peacoat,XS,orange,109,3,327,2021-04-05
1338,277,1037,Trousers,Relaxed Leg,M,blue,90,3,270,2021-04-05
1339,277,126,Shirt,Denim,S,blue,92,2,184,2021-04-05
1340,278,1193,Trousers,Pleated,L,red,105,2,210,2021-01-30
1341,278,534,Jacket,Leather,XL,orange,98,2,196,2021-01-30
1342,278,92,Shirt,Flannel,M,blue,118,3,354,2021-01-30
1343,278,248,Shirt,Polo,L,red,95,1,95,2021-01-30
1344,278,637,Jacket,Coach,M,orange,93,1,93,2021-01-30
1345,278,232,Shirt,Chambray,M,blue,106,1,106,2021-01-30
1346,279,560,Jacket,Bomber,XS,red,100,3,300,2021-07-25
1347,279,15,Shirt,Oxford Cloth,XS,green,96,2,192,2021-07-25
1348,279,997,Trousers,Wool,M,green,106,3,318,2021-07-25
1349,279,707,Jacket,Trench Coat,M,orange,119,1,119,2021-07-25
1350,279,1073,Trousers,Joggers,L,blue,93,1,93,2021-07-25
1351,279,136,Shirt,Denim,S,violet,92,1,92,2021-07-25
1352,279,755,Jacket,Peacoat,XS,blue,109,3,327,2021-07-25
1353,280,502,Jacket,Windbreaker,M,yellow,102,1,102,2021-01-07
1354,280,1159,Trousers,High-Waisted,XL,red,99,3,297,2021-01-07
1355,280,459,Jacket,Puffer,XL,red,118,1,118,2021-01-07
1356,281,649,Jacket,Coach,XL,green,93,1,93,2021-07-03
1357,281,994,Trousers,Wool,XL,yellow,106,3,318,2021-07-03
1358,281,486,Jacket,Puffer,S,violet,118,3,354,2021-07-03
1359,281,639,Jacket,Coach,XL,orange,93,1,93,2021-07-03
1360,281,1157,Trousers,High-Waisted,M,red,99,3,297,2021-07-03
1361,281,624,Jacket,Cardigan,XL,indigo,112,1,112,2021-07-03
1362,281,321,Shirt,Mandarin Collar,S,orange,109,1,109,2021-07-03
1363,281,363,Shirt,Henley,L,yellow,94,3,282,2021-07-03
1364,281,51,Shirt,Dress,S,green,104,3,312,2021-07-03
1365,282,52,Shirt,Dress,M,green,104,2,208,2021-03-30
1366,282,537,Jacket,Leather,M,yellow,98,1,98,2021-03-30
1367,282,481,Jacket,Puffer,S,indigo,118,1,118,2021-03-30
1368,282,1207,Trousers,Pleated,M,green,105,2,210,2021-03-30
1369,282,611,Jacket,Cardigan,S,green,112,1,112,2021-03-30
1370,282,427,Jacket,Denim,M,orange,107,2,214,2021-03-30
1371,282,74,Shirt,Flannel,XL,red,118,2,236,2021-03-30
1372,282,1106,Trousers,Cropped,S,blue,115,2,230,2021-03-30
1373,283,67,Shirt,Dress,M,violet,104,1,104,2021-09-04
1374,283,1239,Trousers,Tracksuit Bottoms,XL,yellow,112,1,112,2021-09-04
1375,283,1213,Trousers,Pleated,L,blue,105,3,315,2021-09-04
1376,283,1119,Trousers,Cropped,XL,violet,115,3,345,2021-09-04
1377,283,168,Shirt,Linen,L,indigo,91,2,182,2021-09-04
1378,283,606,Jacket,Cardigan,S,yellow,112,1,112,2021-09-04
1379,283,1113,Trousers,Cropped,L,indigo,115,1,115,2021-09-04
1380,283,288,Shirt,Cuban Collar,L,orange,105,1,105,2021-09-04
1381,283,392,Shirt,Casual Slim Fit,M,orange,119,3,357,2021-09-04
1382,284,1057,Trousers,Joggers,M,orange,93,1,93,2021-04-29
1383,284,1016,Trousers,Relaxed Leg,S,red,90,2,180,2021-04-29
1384,285,1223,Trousers,Pleated,L,violet,105,2,210,2021-09-25
1385,285,948,Trousers,Slim-Fit,L,red,97,2,194,2021-09-25
1386,286,740,Jacket,Peacoat,XS,orange,109,1,109,2021-01-05
1387,286,982,Trousers,Wool,M,red,106,3,318,2021-01-05
1388,286,719,Jacket,Trench Coat,XL,green,119,3,357,2021-01-05
1389,286,802,Jacket,Pullover,M,violet,91,2,182,2021-01-05
1390,286,285,Shirt,Cuban Collar,XS,orange,105,3,315,2021-01-05
1391,286,741,Jacket,Peacoat,S,orange,109,1,109,2021-01-05
1392,287,977,Trousers,Slim-Fit,M,violet,97,1,97,2021-09-09
1393,287,607,Jacket,Cardigan,M,yellow,112,3,336,2021-09-09
1394,287,755,Jacket,Peacoat,XS,blue,109,3,327,2021-09-09
1395,288,84,Shirt,Flannel,XL,yellow,118,3,354,2021-10-13
1396,288,519,Jacket,Windbreaker,XL,indigo,102,3,306,2021-10-13
1397,288,715,Jacket,Trench Coat,XS,green,119,1,119,2021-10-13
1398,288,519,Jacket,Windbreaker,XL,indigo,102,3,306,2021-10-13
1399,288,788,Jacket,Pullover,L,green,91,2,182,2021-10-13
1400,288,888,Trousers,Cords,L,yellow,94,3,282,2021-10-13
1401,288,1203,Trousers,Pleated,L,yellow,105,1,105,2021-10-13
1402,288,847,Trousers,Chinos,M,orange,113,2,226,2021-10-13
1403,288,395,Shirt,Casual Slim Fit,XS,yellow,119,1,119,2021-10-13
1404,289,828,Jacket,Shearling,L,blue,117,2,234,2021-01-26
1405,289,422,Jacket,Denim,M,red,107,1,107,2021-01-26
1406,289,1141,Trousers,Cargo Pants,S,blue,102,1,102,2021-01-26
1407,289,599,Jacket,Cardigan,XL,red,112,2,224,2021-01-26
1408,289,481,Jacket,Puffer,S,indigo,118,2,236,2021-01-26
1409,289,736,Jacket,Peacoat,S,red,109,2,218,2021-01-26
1410,289,45,Shirt,Dress,XS,yellow,104,3,312,2021-01-26
1411,289,1045,Trousers,Relaxed Leg,XS,violet,90,1,90,2021-01-26
1412,289,463,Jacket,Puffer,L,orange,118,2,236,2021-01-26
1413,289,1150,Trousers,Cargo Pants,XS,violet,102,2,204,2021-01-26
1414,290,780,Jacket,Pullover,XS,yellow,91,1,91,2021-08-01
1415,290,770,Jacket,Pullover,XS,red,91,3,273,2021-08-01
1416,290,916,Trousers,Drawstring,S,orange,96,2,192,2021-08-01
1417,290,843,Trousers,Chinos,L,red,113,3,339,2021-08-01
1418,290,143,Shirt,Linen,L,red,91,1,91,2021-08-01
1419,291,443,Jacket,Denim,L,blue,107,3,321,2021-01-12
1420,291,810,Jacket,Shearling,XS,orange,117,3,351,2021-01-12
1421,291,800,Jacket,Pullover,XS,violet,91,3,273,2021-01-12
1422,291,287,Shirt,Cuban Collar,M,orange,105,2,210,2021-01-12
1423,291,222,Shirt,Chambray,M,yellow,106,1,106,2021-01-12
1424,291,806,Jacket,Shearling,S,red,117,1,117,2021-01-12
1425,292,946,Trousers,Slim-Fit,S,red,97,3,291,2021-03-26
1426,292,692,Jacket,Parka,M,indigo,113,3,339,2021-03-26
1427,292,1246,Trousers,Tracksuit Bottoms,S,blue,112,1,112,2021-03-26
1428,292,925,Trousers,Drawstring,XS,green,96,2,192,2021-03-26
1429,292,189,Shirt,Camp Collared,XL,yellow,98,3,294,2021-03-26
1430,292,1250,Trousers,Tracksuit Bottoms,XS,indigo,112,2,224,2021-03-26
1431,293,740,Jacket,Peacoat,XS,orange,109,2,218,2021-08-05
1432,293,982,Trousers,Wool,M,red,106,2,212,2021-08-05
1433,293,1122,Trousers,Cargo Pants,M,red,102,2,204,2021-08-05
1434,293,1050,Trousers,Joggers,XS,red,93,1,93,2021-08-05
1435,293,1055,Trousers,Joggers,XS,orange,93,2,186,2021-08-05
1436,293,105,Shirt,Denim,XS,red,92,3,276,2021-08-05
1437,293,317,Shirt,Mandarin Collar,M,red,109,1,109,2021-08-05
1438,294,539,Jacket,Leather,XL,yellow,98,1,98,2021-08-28
1439,294,566,Jacket,Bomber,S,orange,100,3,300,2021-08-28
1440,294,1241,Trousers,Tracksuit Bottoms,S,green,112,2,224,2021-08-28
1441,294,181,Shirt,Camp Collared,S,orange,98,1,98,2021-08-28
1442,294,25,Shirt,Oxford Cloth,XS,indigo,96,1,96,2021-08-28
1443,294,1219,Trousers,Pleated,XL,indigo,105,1,105,2021-08-28
1444,295,865,Trousers,Chinos,XS,indigo,113,1,113,2021-03-05
1445,295,571,Jacket,Bomber,S,yellow,100,2,200,2021-03-05
1446,296,100,Shirt,Flannel,XS,violet,118,1,118,2021-10-22
1447,296,49,Shirt,Dress,XL,yellow,104,2,208,2021-10-22
1448,296,466,Jacket,Puffer,S,yellow,118,3,354,2021-10-22
1449,296,103,Shirt,Flannel,L,violet,118,3,354,2021-10-22
1450,296,343,Shirt,Mandarin Collar,L,indigo,109,2,218,2021-10-22
1451,297,1235,Trousers,Tracksuit Bottoms,XS,yellow,112,3,336,2021-06-15
1452,297,247,Shirt,Polo,M,red,95,1,95,2021-06-15
1453,297,416,Shirt,Casual Slim Fit,S,violet,119,2,238,2021-06-15
1454,297,845,Trousers,Chinos,XS,orange,113,1,113,2021-06-15
1455,297,752,Jacket,Peacoat,M,green,109,1,109,2021-06-15
1456,297,892,Trousers,Cords,M,green,94,3,282,2021-06-15
1457,297,672,Jacket,Parka,M,orange,113,2,226,2021-06-15
1458,297,854,Trousers,Chinos,XL,yellow,113,2,226,2021-06-15
1459,297,757,Jacket,Peacoat,M,blue,109,1,109,2021-06-15
1460,297,971,Trousers,Slim-Fit,S,indigo,97,2,194,2021-06-15
1461,298,978,Trousers,Slim-Fit,L,violet,97,2,194,2021-09-11
1462,298,667,Jacket,Parka,M,red,113,2,226,2021-09-11
1463,298,672,Jacket,Parka,M,orange,113,1,113,2021-09-11
1464,298,767,Jacket,Peacoat,M,violet,109,2,218,2021-09-11
1465,298,1081,Trousers,Joggers,S,violet,93,3,279,2021-09-11
1466,298,555,Jacket,Leather,XS,violet,98,2,196,2021-09-11
1467,299,153,Shirt,Linen,L,yellow,91,2,182,2021-01-12
1468,299,143,Shirt,Linen,L,red,91,3,273,2021-01-12
1469,299,694,Jacket,Parka,XL,indigo,113,3,339,2021-01-12
1470,299,199,Shirt,Camp Collared,XL,blue,98,1,98,2021-01-12
1471,299,492,Jacket,Windbreaker,M,red,102,3,306,2021-01-12
1472,299,149,Shirt,Linen,XL,orange,91,2,182,2021-01-12
1473,299,1242,Trousers,Tracksuit Bottoms,M,green,112,3,336,2021-01-12
1474,300,523,Jacket,Windbreaker,L,violet,102,2,204,2021-09-30
1475,301,1035,Trousers,Relaxed Leg,XS,blue,90,2,180,2021-06-21
1476,301,814,Jacket,Shearling,XL,orange,117,3,351,2021-06-21
1477,301,141,Shirt,Linen,S,red,91,3,273,2021-06-21
1478,301,266,Shirt,Polo,S,blue,95,3,285,2021-06-21
1479,301,947,Trousers,Slim-Fit,M,red,97,2,194,2021-06-21
1480,301,1094,Trousers,Cropped,XL,orange,115,2,230,2021-06-21
1481,302,1052,Trousers,Joggers,M,red,93,1,93,2021-06-19
1482,302,528,Jacket,Leather,L,red,98,2,196,2021-06-19
1483,302,926,Trousers,Drawstring,S,green,96,1,96,2021-06-19
1484,303,595,Jacket,Cardigan,XS,red,112,2,224,2021-09-02
1485,303,589,Jacket,Bomber,XL,indigo,100,1,100,2021-09-02
1486,303,3,Shirt,Oxford Cloth,L,red,96,2,192,2021-09-02
1487,303,399,Shirt,Casual Slim Fit,XL,yellow,119,3,357,2021-09-02
1488,304,155,Shirt,Linen,XS,green,91,3,273,2021-04-10
1489,304,605,Jacket,Cardigan,XS,yellow,112,3,336,2021-04-10
1490,304,104,Shirt,Flannel,XL,violet,118,3,354,2021-04-10
1491,304,850,Trousers,Chinos,XS,yellow,113,3,339,2021-04-10
1492,304,98,Shirt,Flannel,L,indigo,118,2,236,2021-04-10
1493,305,706,Jacket,Trench Coat,S,orange,119,3,357,2021-07-09
1494,305,504,Jacket,Windbreaker,XL,yellow,102,1,102,2021-07-09
1495,305,188,Shirt,Camp Collared,L,yellow,98,2,196,2021-07-09
1496,305,308,Shirt,Cuban Collar,L,indigo,105,2,210,2021-07-09
1497,306,768,Jacket,Peacoat,L,violet,109,3,327,2021-10-16
1498,307,349,Shirt,Mandarin Collar,XL,violet,109,1,109,2021-10-11
1499,307,886,Trousers,Cords,S,yellow,94,3,282,2021-10-11
1500,307,1070,Trousers,Joggers,XS,blue,93,2,186,2021-10-11
1501,307,1177,Trousers,High-Waisted,M,blue,99,3,297,2021-10-11
1502,308,598,Jacket,Cardigan,L,red,112,1,112,2021-02-13
1503,308,678,Jacket,Parka,L,yellow,113,3,339,2021-02-13
1504,308,944,Trousers,Drawstring,XL,violet,96,3,288,2021-02-13
1505,309,406,Shirt,Casual Slim Fit,S,blue,119,1,119,2021-01-07
1506,309,350,Shirt,Henley,XS,red,94,2,188,2021-01-07
1507,310,640,Jacket,Coach,XS,yellow,93,2,186,2021-04-25
1508,310,1036,Trousers,Relaxed Leg,S,blue,90,2,180,2021-04-25
1509,310,78,Shirt,Flannel,L,orange,118,1,118,2021-04-25
1510,310,1105,Trousers,Cropped,XS,blue,115,3,345,2021-04-25
1511,310,870,Trousers,Chinos,XS,violet,113,2,226,2021-04-25
1512,311,317,Shirt,Mandarin Collar,M,red,109,2,218,2021-03-07
1513,311,39,Shirt,Dress,XL,red,104,3,312,2021-03-07
1514,311,399,Shirt,Casual Slim Fit,XL,yellow,119,1,119,2021-03-07
1515,311,1191,Trousers,Pleated,S,red,105,1,105,2021-03-07
1516,312,285,Shirt,Cuban Collar,XS,orange,105,2,210,2021-07-06
1517,312,31,Shirt,Oxford Cloth,S,violet,96,2,192,2021-07-06
1518,312,899,Trousers,Cords,XL,blue,94,3,282,2021-07-06
1519,312,713,Jacket,Trench Coat,L,yellow,119,1,119,2021-07-06
1520,312,155,Shirt,Linen,XS,green,91,2,182,2021-07-06
1521,312,78,Shirt,Flannel,L,orange,118,2,236,2021-07-06
1522,312,895,Trousers,Cords,XS,blue,94,3,282,2021-07-06
1523,312,684,Jacket,Parka,XL,green,113,2,226,2021-07-06
1524,312,836,Jacket,Shearling,S,violet,117,1,117,2021-07-06
1525,312,1239,Trousers,Tracksuit Bottoms,XL,yellow,112,3,336,2021-07-06
1526,312,949,Trousers,Slim-Fit,XL,red,97,1,97,2021-07-06
1527,313,540,Jacket,Leather,XS,green,98,3,294,2021-06-02
1528,313,196,Shirt,Camp Collared,S,blue,98,1,98,2021-06-02
1529,313,1129,Trousers,Cargo Pants,XL,orange,102,2,204,2021-06-02
1530,313,1063,Trousers,Joggers,L,yellow,93,3,279,2021-06-02
1531,313,420,Jacket,Denim,XS,red,107,2,214,2021-06-02
1532,313,123,Shirt,Denim,L,green,92,3,276,2021-06-02
1533,313,527,Jacket,Leather,M,red,98,3,294,2021-06-02
1534,313,2,Shirt,Oxford Cloth,M,red,96,1,96,2021-06-02
1535,314,869,Trousers,Chinos,XL,indigo,113,2,226,2021-08-14
1536,314,815,Jacket,Shearling,XS,yellow,117,3,351,2021-08-14
1537,314,884,Trousers,Cords,XL,orange,94,3,282,2021-08-14
1538,314,1257,Trousers,Tracksuit Bottoms,M,violet,112,3,336,2021-08-14
1539,314,205,Shirt,Camp Collared,XS,violet,98,1,98,2021-08-14
1540,314,829,Jacket,Shearling,XL,blue,117,3,351,2021-08-14
1541,314,935,Trousers,Drawstring,XS,indigo,96,3,288,2021-08-14
1542,315,677,Jacket,Parka,M,yellow,113,1,113,2021-04-05
1543,315,1089,Trousers,Cropped,XL,red,115,1,115,2021-04-05
1544,315,145,Shirt,Linen,XS,orange,91,3,273,2021-04-05
1545,316,1079,Trousers,Joggers,XL,indigo,93,3,279,2021-09-12
1546,316,170,Shirt,Linen,XS,violet,91,1,91,2021-09-12
1547,316,1071,Trousers,Joggers,S,blue,93,2,186,2021-09-12
1548,316,103,Shirt,Flannel,L,violet,118,3,354,2021-09-12
1549,317,254,Shirt,Polo,XL,orange,95,3,285,2021-04-23
1550,317,414,Shirt,Casual Slim Fit,XL,indigo,119,2,238,2021-04-23
1551,318,634,Jacket,Coach,XL,red,93,1,93,2021-01-31
1552,318,854,Trousers,Chinos,XL,yellow,113,1,113,2021-01-31
1553,318,542,Jacket,Leather,M,green,98,2,196,2021-01-31
1554,319,1152,Trousers,Cargo Pants,M,violet,102,1,102,2021-08-22
1555,319,1202,Trousers,Pleated,M,yellow,105,1,105,2021-08-22
1556,319,1160,Trousers,High-Waisted,XS,orange,99,1,99,2021-08-22
1557,319,162,Shirt,Linen,M,blue,91,3,273,2021-08-22
1558,319,385,Shirt,Casual Slim Fit,XS,red,119,1,119,2021-08-22
1559,320,940,Trousers,Drawstring,XS,violet,96,1,96,2021-08-22
1560,320,596,Jacket,Cardigan,S,red,112,3,336,2021-08-22
1561,320,1137,Trousers,Cargo Pants,M,green,102,3,306,2021-08-22
1562,320,1235,Trousers,Tracksuit Bottoms,XS,yellow,112,3,336,2021-08-22
1563,320,836,Jacket,Shearling,S,violet,117,1,117,2021-08-22
1564,320,844,Trousers,Chinos,XL,red,113,2,226,2021-08-22
1565,321,457,Jacket,Puffer,M,red,118,2,236,2021-08-26
1566,321,933,Trousers,Drawstring,L,blue,96,3,288,2021-08-26
1567,321,673,Jacket,Parka,L,orange,113,1,113,2021-08-26
1568,321,615,Jacket,Cardigan,XS,blue,112,2,224,2021-08-26
1569,321,1020,Trousers,Relaxed Leg,XS,orange,90,1,90,2021-08-26
1570,321,892,Trousers,Cords,M,green,94,1,94,2021-08-26
1571,321,612,Jacket,Cardigan,M,green,112,1,112,2021-08-26
1572,321,887,Trousers,Cords,M,yellow,94,2,188,2021-08-26
1573,321,944,Trousers,Drawstring,XL,violet,96,2,192,2021-08-26
1574,322,236,Shirt,Chambray,S,indigo,106,2,212,2021-08-17
1575,322,797,Jacket,Pullover,M,indigo,91,2,182,2021-08-17
1576,322,997,Trousers,Wool,M,green,106,2,212,2021-08-17
1577,322,967,Trousers,Slim-Fit,M,blue,97,1,97,2021-08-17
1578,322,537,Jacket,Leather,M,yellow,98,2,196,2021-08-17
1579,322,348,Shirt,Mandarin Collar,L,violet,109,1,109,2021-08-17
1580,322,152,Shirt,Linen,M,yellow,91,3,273,2021-08-17
1581,323,943,Trousers,Drawstring,L,violet,96,2,192,2021-03-23
1582,323,635,Jacket,Coach,XS,orange,93,3,279,2021-03-23
1583,323,1000,Trousers,Wool,XS,blue,106,3,318,2021-03-23
1584,323,444,Jacket,Denim,XL,blue,107,1,107,2021-03-23
1585,323,787,Jacket,Pullover,M,green,91,2,182,2021-03-23
1586,323,357,Shirt,Henley,M,orange,94,3,282,2021-03-23
1587,323,41,Shirt,Dress,S,orange,104,2,208,2021-03-23
1588,323,1066,Trousers,Joggers,S,green,93,2,186,2021-03-23
1589,324,122,Shirt,Denim,M,green,92,2,184,2021-07-05
1590,324,135,Shirt,Denim,XS,violet,92,3,276,2021-07-05
1591,324,647,Jacket,Coach,M,green,93,3,279,2021-07-05
1592,324,269,Shirt,Polo,XL,blue,95,2,190,2021-07-05
1593,324,741,Jacket,Peacoat,S,orange,109,3,327,2021-07-05
1594,325,869,Trousers,Chinos,XL,indigo,113,3,339,2021-05-11
1595,325,863,Trousers,Chinos,L,blue,113,1,113,2021-05-11
1596,326,390,Shirt,Casual Slim Fit,XS,orange,119,2,238,2021-06-22
1597,326,550,Jacket,Leather,XS,indigo,98,1,98,2021-06-22
1598,326,695,Jacket,Parka,XS,violet,113,3,339,2021-06-22
1599,327,1030,Trousers,Relaxed Leg,XS,green,90,2,180,2021-07-28
1600,327,60,Shirt,Dress,XS,indigo,104,1,104,2021-07-28
1601,327,421,Jacket,Denim,S,red,107,1,107,2021-07-28
1602,327,104,Shirt,Flannel,XL,violet,118,1,118,2021-07-28
1603,327,508,Jacket,Windbreaker,L,green,102,3,306,2021-07-28
1604,327,707,Jacket,Trench Coat,M,orange,119,3,357,2021-07-28
1605,327,102,Shirt,Flannel,M,violet,118,1,118,2021-07-28
1606,327,889,Trousers,Cords,XL,yellow,94,1,94,2021-07-28
1607,328,8,Shirt,Oxford Cloth,L,orange,96,1,96,2021-04-14
1608,328,1069,Trousers,Joggers,XL,green,93,3,279,2021-04-14
1609,328,1145,Trousers,Cargo Pants,XS,indigo,102,1,102,2021-04-14
1610,329,1041,Trousers,Relaxed Leg,S,indigo,90,2,180,2021-04-30
1611,329,1110,Trousers,Cropped,XS,indigo,115,1,115,2021-04-30
1612,329,887,Trousers,Cords,M,yellow,94,1,94,2021-04-30
1613,329,751,Jacket,Peacoat,S,green,109,1,109,2021-04-30
1614,329,186,Shirt,Camp Collared,S,yellow,98,3,294,2021-04-30
1615,329,220,Shirt,Chambray,XS,yellow,106,1,106,2021-04-30
1616,330,1226,Trousers,Tracksuit Bottoms,S,red,112,2,224,2021-03-12
1617,330,809,Jacket,Shearling,XL,red,117,3,351,2021-03-12
1618,330,87,Shirt,Flannel,M,green,118,2,236,2021-03-12
1619,330,1132,Trousers,Cargo Pants,M,yellow,102,2,204,2021-03-12
1620,330,1071,Trousers,Joggers,S,blue,93,2,186,2021-03-12
1621,330,263,Shirt,Polo,L,green,95,1,95,2021-03-12
1622,330,569,Jacket,Bomber,XL,orange,100,1,100,2021-03-12
1623,330,1223,Trousers,Pleated,L,violet,105,3,315,2021-03-12
1624,331,1141,Trousers,Cargo Pants,S,blue,102,2,204,2021-03-18
1625,333,196,Shirt,Camp Collared,S,blue,98,1,98,2021-10-18
1626,333,1092,Trousers,Cropped,M,orange,115,3,345,2021-10-18
1627,333,885,Trousers,Cords,XS,yellow,94,3,282,2021-10-18
1628,333,903,Trousers,Cords,L,indigo,94,1,94,2021-10-18
1629,333,822,Jacket,Shearling,M,green,117,1,117,2021-10-18
1630,333,124,Shirt,Denim,XL,green,92,3,276,2021-10-18
1631,333,452,Jacket,Denim,M,violet,107,3,321,2021-10-18
1632,334,762,Jacket,Peacoat,M,indigo,109,3,327,2021-05-12
1633,334,777,Jacket,Pullover,M,orange,91,3,273,2021-05-12
1634,334,282,Shirt,Cuban Collar,M,red,105,2,210,2021-05-12
1635,334,1148,Trousers,Cargo Pants,L,indigo,102,2,204,2021-05-12
1636,334,102,Shirt,Flannel,M,violet,118,2,236,2021-05-12
1637,334,599,Jacket,Cardigan,XL,red,112,1,112,2021-05-12
1638,334,1188,Trousers,High-Waisted,L,violet,99,1,99,2021-05-12
1639,335,551,Jacket,Leather,S,indigo,98,2,196,2021-09-30
1640,335,6,Shirt,Oxford Cloth,S,orange,96,1,96,2021-09-30
1641,335,140,Shirt,Linen,XS,red,91,2,182,2021-09-30
1642,336,808,Jacket,Shearling,L,red,117,2,234,2021-05-25
1643,336,578,Jacket,Bomber,L,green,100,1,100,2021-05-25
1644,336,978,Trousers,Slim-Fit,L,violet,97,3,291,2021-05-25
1645,336,358,Shirt,Henley,L,orange,94,1,94,2021-05-25
1646,336,620,Jacket,Cardigan,XS,indigo,112,2,224,2021-05-25
1647,337,922,Trousers,Drawstring,M,yellow,96,2,192,2021-08-02
1648,337,264,Shirt,Polo,XL,green,95,2,190,2021-08-02
1649,337,161,Shirt,Linen,S,blue,91,1,91,2021-08-02
